526		B		20960		4871
527		I		21120		8528
528		B		21040		5455
529		B		21080		5484
530		P		21240		6647
531		B		21160		4550
532		B		21200		5954
533		P		21360		7671
534		B		21280		6721
535		B		21320		6671
536		P		21480		8058
537		B		21400		5846
538		B		21440		6843
539		I		21600		9605
540		B		21520		8436
541		B		21560		8307
542		P		21720		10348
543		B		21640		8761
544		B		21680		8475
545		P		21840		9057
546		B		21760		7178
547		B		21800		7467
548		P		21960		8883
549		B		21880		7964
550		B		21920		7887
551		I		22080		10021
552		B		22000		6013
553		B		22040		5240
554		P		22200		6312
555		B		22120		5079
556		B		22160		5357
557		P		22320		6917
558		B		22240		5116
559		B		22280		4950
560		P		22440		6331
561		B		22360		5663
562		B		22400		5932
563		I		22560		9998
564		B		22480		5198
565		B		22520		4385
566		P		22680		6616
567		B		22600		4855
568		B		22640		5371
569		P		22800		7756
570		B		22720		7105
571		B		22760		6855
572		P		22920		6195
573		B		22840		4816
574		B		22880		4461
575		I		23040		10223
576		B		22960		6262
577		B		23000		6250
578		P		23160		6794
579		B		23080		4937
580		B		23120		4783
581		P		23280		6600
582		B		23200		6142
583		B		23240		6158
584		P		23400		6657
585		B		23320		4881
586		B		23360		5322
587		I		23520		9940
588		B		23440		5856
589		B		23480		6161
590		P		23640		8127
591		B		23560		6533
592		B		23600		6112
593		P		23760		7523
594		B		23680		5250
595		B		23720		5247
596		P		23880		8335
597		B		23800		7622
598		B		23840		7527
599		I		24000		10175
600		B		23920		5060
601		B		23960		5248
602		P		24120		7999
603		B		24040		6930
604		B		24080		7256
605		P		24240		7742
606		B		24160		5533
607		B		24200		5507
608		P		24360		7103
609		B		24280		6261
610		B		24320		6418
611		I		24480		9838
612		B		24400		5128
613		B		24440		4556
614		P		24600		6502
615		B		24520		5189
616		B		24560		5185
617		P		24720		6906
618		B		24640		5951
619		B		24680		5875
620		P		24840		6520
621		B		24760		4968
622		B		24800		4672
623		I		24960		9781
624		B		24880		5898
625		B		24920		5571
626		P		25080		6080
627		B		25000		4538
628		B		25040		4386
629		P		25200		6125
630		B		25120		5062
631		B		25160		5011
632		P		25320		5312
633		B		25240		4342
634		B		25280		4291
635		I		25440		9443
636		B		25360		4265
637		B		25400		4469
638		P		25560		5819
639		B		25480		4692
640		B		25520		4656
641		P		25680		14376
642		B		25600		4681
643		B		25640		5852
644		P		25800		8241
645		B		25720		6424
646		B		25760		6492
647		I		25920		12811
648		B		25840		6586
649		B		25880		6840
650		P		26040		9743
651		B		25960		7176
652		B		26000		8512
653		P		26160		8124
654		B		26080		6704
655		B		26120		6693
656		P		26280		8293
657		B		26200		6619
658		B		26240		6618
659		I		26400		12479
660		B		26320		5735
661		B		26360		5730
662		P		26520		9839
663		B		26440		6871
664		B		26480		6914
665		P		26640		10892
666		B		26560		8434
667		B		26600		7935
668		P		26760		11952
669		B		26680		9017
670		B		26720		9631
671		I		26880		12695
672		B		26800		9751
673		B		26840		9333
674		P		27000		11714
675		B		26920		9313
676		B		26960		10113
677		P		27120		11440
678		B		27040		10363
679		B		27080		9483
680		P		27240		11635
681		B		27160		9287
682		B		27200		9310
683		I		27360		11221
684		B		27280		10148
685		B		27320		10060
686		P		27480		11676
687		B		27400		8966
688		B		27440		8776
689		P		27600		10469
690		B		27520		8918
691		B		27560		9813
692		P		27720		10770
693		B		27640		9781
694		B		27680		9626
695		I		27840		11199
696		B		27760		9391
697		B		27800		9549
698		P		27960		9740
699		B		27880		8416
700		B		27920		8511
701		P		28080		10089
702		B		28000		8712
703		B		28040		9182
704		P		28200		9643
705		B		28120		9488
706		B		28160		8989
707		I		28320		10642
708		B		28240		7158
709		B		28280		7270
710		P		28440		8835
711		B		28360		8257
712		B		28400		8369
713		P		28560		8615
714		B		28480		8242
715		B		28520		8301
716		P		28680		8005
717		B		28600		7544
718		B		28640		7633
719		I		28800		10046
720		B		28720		7979
721		B		28760		8029
722		P		28920		8756
723		B		28840		8395
724		B		28880		8578
725		P		29040		8204
726		B		28960		6986
727		B		29000		7322
728		P		29160		8354
729		B		29080		6757
730		B		29120		7000
731		I		29280		8820
732		B		29200		8386
733		B		29240		7751
734		P		29400		7640
735		B		29320		5840
736		B		29360		6315
737		P		29520		7859
738		B		29440		6571
739		B		29480		6932
740		P		29640		7640
741		B		29560		4707
742		B		29600		5656
743		I		29760		9062
744		B		29680		10211
745		B		29720		9196
746		P		29880		7015
747		B		29800		9994
748		B		29840		5685
749		P		30000		5370
750		B		29920		5388
751		B		29960		5099
752		P		30120		12144
753		B		30040		9435
754		B		30080		10429
755		I		30240		11954
756		B		30160		5995
757		B		30200		6240
758		P		30360		6809
759		B		30280		5554
760		B		30320		5802
761		P		30480		6558
762		B		30400		5541
763		B		30440		5273
764		P		30600		10350
765		B		30520		8071
766		B		30560		8557
767		I		30720		12088
768		B		30640		8014
769		B		30680		7720
770		P		30840		9777
771		B		30760		8905
772		B		30800		9018
773		P		30960		10061
774		B		30880		7631
775		B		30920		8434
776		P		31080		9097
777		B		31000		7889
778		B		31040		7981
779		I		31200		12260
780		B		31120		8208
781		B		31160		7443
782		P		31320		8626
783		B		31240		6103
784		B		31280		6042
785		P		31440		8840
786		B		31360		7346
787		B		31400		7306
788		P		31560		8820
789		B		31480		6023
790		B		31520		6478
791		I		31680		12753
792		B		31600		8356
793		B		31640		8147
794		P		31800		9364
795		B		31720		6165
796		B		31760		7567
797		P		31920		8645
798		B		31840		7676
799		B		31880		7990
800		P		32040		8402
801		B		31960		6554
802		B		32000		6348
803		I		32160		12432
804		B		32080		6002
805		B		32120		6920
806		P		32280		8805
807		B		32200		7610
808		B		32240		7586
809		P		32400		8531
810		B		32320		6095
811		B		32360		5961
812		P		32520		8708
813		B		32440		7569
814		B		32480		7495
815		I		32640		12683
816		B		32560		5953
817		B		32600		5861
818		P		32760		8532
819		B		32680		7289
820		B		32720		7405
821		P		32880		9231
822		B		32800		6298
823		B		32840		7558
824		P		33000		8647
825		B		32920		7325
826		B		32960		7791
827		I		33120		12513
828		B		33040		6631
829		B		33080		5913
830		P		33240		8774
831		B		33160		6577
832		B		33200		6648
833		P		33360		9372
834		B		33280		8160
835		B		33320		8179
836		P		33480		9148
837		B		33400		6283
838		B		33440		6069
839		I		33600		12984
840		B		33520		11304
841		B		33560		11334
842		P		33720		14576
843		B		33640		7683
844		B		33680		9082
845		P		33840		11308
846		B		33760		10168
847		B		33800		10230
848		P		33960		12217
849		B		33880		9701
850		B		33920		10061
851		I		34080		12260
852		B		34000		10909
853		B		34040		10055
854		P		34200		12311
855		B		34120		11605
856		B		34160		11687
857		P		34320		14808
858		B		34240		10812
859		B		34280		10505
860		P		34440		11214
861		B		34360		11138
862		B		34400		11229
863		I		34560		13869
864		B		34480		10174
865		B		34520		9571
866		P		34680		11478
867		B		34600		10208
868		B		34640		10066
869		P		34800		11232
870		B		34720		9219
871		B		34760		9367
872		P		34920		12368
873		B		34840		9912
874		B		34880		10784
875		I		35040		13006
876		B		34960		10034
877		B		35000		10028
878		P		35160		11230
879		B		35080		9547
880		B		35120		9510
881		P		35280		11057
882		B		35200		10338
883		B		35240		10269
884		P		35400		13082
885		B		35320		10386
886		B		35360		9093
887		I		35520		14014
888		B		35440		10317
889		B		35480		10496
890		P		35640		11928
891		B		35560		9911
892		B		35600		9908
893		P		35760		11263
894		B		35680		11009
895		B		35720		10806
896		P		35880		12023
897		B		35800		9841
898		B		35840		9520
899		I		36000		12314
900		B		35920		10625
901		B		35960		10801
902		P		36120		12158
903		B		36040		11050
904		B		36080		10882
905		P		36240		12030
906		B		36160		9485
907		B		36200		9203
908		P		36360		11301
909		B		36280		9233
910		B		36320		10290
911		I		36480		13123
912		B		36400		6374
913		B		36440		6589
914		P		36600		10955
915		B		36520		9818
916		B		36560		10013
917		P		36720		9940
918		B		36640		8601
919		B		36680		6199
920		P		36840		9830
921		B		36760		8964
922		B		36800		8944
923		I		36960		12493
924		B		36880		7152
925		B		36920		6112
926		P		37080		9349
927		B		37000		6752
928		B		37040		7038
929		P		37200		10136
930		B		37120		8902
931		B		37160		8489
932		P		37320		10443
933		B		37240		6532
934		B		37280		6350
935		I		37440		12863
936		B		37360		9845
937		B		37400		9609
938		P		37560		9282
939		B		37480		6071
940		B		37520		6144
941		P		37680		15375
942		B		37600		9053
943		B		37640		9822
944		P		37800		10106
945		B		37720		6669
946		B		37760		6945
947		I		37920		13091
948		B		37840		7510
949		B		37880		7968
950		P		38040		10302
951		B		37960		8069
952		B		38000		7515
953		P		38160		9160
954		B		38080		6799
955		B		38120		6706
956		P		38280		10333
957		B		38200		8962
958		B		38240		9079
959		I		38400		13439
960		B		38320		7855
961		B		38360		7855
962		P		38520		9879
963		B		38440		8512
964		B		38480		8720
965		P		38640		9137
966		B		38560		8053
967		B		38600		8132
968		P		38760		8488
969		B		38680		6095
970		B		38720		7781
971		I		38880		13414
972		B		38800		6904
973		B		38840		6612
974		P		39000		8474
975		B		38920		6722
976		B		38960		6900
977		P		39120		8483
978		B		39040		7161
979		B		39080		7274
980		P		39240		9573
981		B		39160		7818
982		B		39200		7502
983		I		39360		13276
984		B		39280		7927
985		B		39320		8004
986		P		39480		8883
987		B		39400		6454
988		B		39440		6474
989		P		39600		9595
990		B		39520		7680
991		B		39560		8162
992		P		39720		13122
993		B		39640		9392
994		B		39680		11469
995		I		39840		13008
996		B		39760		15237
997		B		39800		15508
998		P		39960		14219
999		B		39880		15209
1000		B		39920		13650
1001		P		40080		12705
1002		B		40000		9432
1003		B		40040		10401
1004		P		40200		11240
1005		B		40120		11317
1006		B		40160		12097
1007		I		40320		10354
1008		B		40240		8833
1009		B		40280		8114
1010		P		40440		6721
1011		B		40360		5570
1012		B		40400		5479
1013		P		40560		5586
1014		B		40480		4541
1015		B		40520		4454
1016		P		40680		5691
1017		B		40600		5337
1018		B		40640		5406
1019		I		40800		9757
1020		B		40720		5273
1021		B		40760		4763
1022		P		40920		5644
1023		B		40840		4549
1024		B		40880		4866
1025		P		41040		5759
1026		B		40960		4935
1027		B		41000		4903
1028		P		41160		5775
1029		B		41080		4516
1030		B		41120		5031
1031		I		41280		9731
1032		B		41200		5028
1033		B		41240		4953
1034		P		41400		5996
1035		B		41320		4531
1036		B		41360		4844
1037		P		41520		5696
1038		B		41440		5135
1039		B		41480		5124
1040		P		41640		5302
1041		B		41560		5090
1042		B		41600		4970
1043		I		41760		8774
1044		B		41680		5580
1045		B		41720		6253
1046		P		41880		6712
1047		B		41800		6074
1048		B		41840		5903
1049		P		42000		6399
1050		B		41920		5283
1051		B		41960		5305
1052		P		42120		5803
1053		B		42040		5588
1054		B		42080		5828
1055		I		42240		9049
1056		B		42160		5870
1057		B		42200		5506
1058		P		42360		7633
1059		B		42280		5312
1060		B		42320		5208
1061		P		42480		5700
1062		B		42400		4935
1063		B		42440		5012
1064		P		42600		6251
1065		B		42520		5256
1066		B		42560		5350
1067		I		42720		9143
1068		B		42640		6060
1069		B		42680		6451
1070		P		42840		9039
1071		B		42760		7841
1072		B		42800		7890
1073		P		42960		7706
1074		B		42880		7844
1075		B		42920		7412
1076		P		43080		8725
1077		B		43000		6060
1078		B		43040		5231
1079		I		43200		8355
1080		B		43120		6112
1081		B		43160		6154
1082		P		43320		6610
1083		B		43240		5717
1084		B		43280		5888
1085		P		43440		7039
1086		B		43360		6193
1087		B		43400		6454
1088		P		43560		6857
1089		B		43480		6451
1090		B		43520		5312
1091		I		43680		8625
1092		B		43600		6215
1093		B		43640		6424
1094		P		43800		6769
1095		B		43720		5958
1096		B		43760		5670
1097		P		43920		6423
1098		B		43840		4978
1099		B		43880		5005
1100		P		44040		6907
1101		B		43960		6310
1102		B		44000		6472
1103		I		44160		8919
1104		B		44080		6236
1105		B		44120		6309
1106		P		44280		6516
1107		B		44200		6127
1108		B		44240		6258
1109		P		44400		6283
1110		B		44320		5180
1111		B		44360		5150
1112		P		44520		6731
1113		B		44440		6421
1114		B		44480		6267
1115		I		44640		9245
1116		B		44560		7144
1117		B		44600		6747
1118		P		44760		7146
1119		B		44680		5622
1120		B		44720		6541
1121		P		44880		6900
1122		B		44800		6613
1123		B		44840		6410
1124		P		45000		6451
1125		B		44920		5071
1126		B		44960		4849
1127		I		45120		8902
1128		B		45040		5940
1129		B		45080		6471
1130		P		45240		9307
1131		B		45160		6153
1132		B		45200		6639
1133		P		45360		9065
1134		B		45280		8052
1135		B		45320		8221
1136		P		45480		10170
1137		B		45400		8669
1138		B		45440		9235
1139		I		45600		9400
1140		B		45520		9613
1141		B		45560		10320
1142		P		45720		8596
1143		B		45640		8311
1144		B		45680		8291
1145		P		45840		6541
1146		B		45760		6887
1147		B		45800		5553
1148		P		45960		6362
1149		B		45880		5853
1150		B		45920		5818
1151		I		46080		7518
1152		B		46000		5426
1153		B		46040		5547
1154		P		46200		7610
1155		B		46120		4740
1156		B		46160		4804
1157		P		46320		11661
1158		B		46240		8187
1159		B		46280		8142
1160		P		46440		8908
1161		B		46360		7014
1162		B		46400		5576
1163		I		46560		10200
1164		B		46480		6689
1165		B		46520		6477
1166		P		46680		5783
1167		B		46600		4555
1168		B		46640		4588
1169		P		46800		5692
1170		B		46720		4417
1171		B		46760		4377
1172		P		46920		4865
1173		B		46840		4238
1174		B		46880		4151
1175		I		47040		10023
1176		B		46960		4129
1177		B		47000		4268
1178		P		47160		7181
1179		B		47080		5494
1180		B		47120		6098
1181		P		47280		7971
1182		B		47200		6155
1183		B		47240		7252
1184		P		47400		12953
1185		B		47320		8462
1186		B		47360		10350
1187		I		47520		10338
1188		B		47440		12339
1189		B		47480		10528
1190		P		47640		8921
1191		B		47560		8688
1192		B		47600		8188
1193		P		47760		8157
1194		B		47680		7595
1195		B		47720		6408
1196		P		47880		7828
1197		B		47800		7329
1198		B		47840		7127
1199		I		48000		8639
1200		B		47920		6489
1201		B		47960		6611
1202		P		48120		7330
1203		B		48040		6385
1204		B		48080		6828
1205		P		48240		7244
1206		B		48160		6501
1207		B		48200		6375
1208		P		48360		7879
1209		B		48280		6305
1210		B		48320		6637
1211		I		48480		9942
1212		B		48400		7530
1213		B		48440		7811
1214		P		48600		9480
1215		B		48520		8042
1216		B		48560		8860
1217		P		48720		9672
1218		B		48640		8239
1219		B		48680		8042
1220		P		48840		9537
1221		B		48760		7229
1222		B		48800		7373
1223		I		48960		10377
1224		B		48880		8626
1225		B		48920		9123
1226		P		49080		11510
1227		B		49000		9675
1228		B		49040		8765
1229		P		49200		10726
1230		B		49120		8776
1231		B		49160		9172
1232		P		49320		9667
1233		B		49240		8619
1234		B		49280		8454
1235		I		49440		10351
1236		B		49360		7975
1237		B		49400		8442
1238		P		49560		10737
1239		B		49480		8813
1240		B		49520		8943
1241		P		49680		10842
1242		B		49600		9447
1243		B		49640		8894
1244		P		49800		9756
1245		B		49720		9174
1246		B		49760		9389
1247		I		49920		10560
1248		B		49840		7403
1249		B		49880		8009
1250		P		50040		10391
1251		B		49960		8700
1252		B		50000		8838
1253		P		50160		10900
1254		B		50080		9339
1255		B		50120		9051
1256		P		50280		9442
1257		B		50200		8204
1258		B		50240		8028
1259		I		50400		11303
1260		B		50320		9060
1261		B		50360		9108
1262		P		50520		11353
1263		B		50440		8864
1264		B		50480		9436
1265		P		50640		9902
1266		B		50560		9508
1267		B		50600		9605
1268		P		50760		10034
1269		B		50680		9027
1270		B		50720		7642
1271		I		50880		10775
1272		B		50800		8877
1273		B		50840		8803
1274		P		51000		12199
1275		B		50920		9333
1276		B		50960		9477
1277		P		51120		10436
1278		B		51040		8917
1279		B		51080		9437
1280		P		51240		10231
1281		B		51160		8579
1282		B		51200		8661
1283		I		51360		10409
1284		B		51280		8489
1285		B		51320		8258
1286		P		51480		9693
1287		B		51400		7874
1288		B		51440		7844
1289		P		51600		9718
1290		B		51520		7993
1291		B		51560		8217
1292		P		51720		8822
1293		B		51640		8623
1294		B		51680		8351
1295		I		51840		9844
1296		B		51760		7180
1297		B		51800		7460
1298		P		51960		8145
1299		B		51880		7448
1300		B		51920		6291
1301		P		52080		6351
1302		B		52000		5398
1303		B		52040		4989
1304		P		52200		4856
1305		B		52120		4645
1306		B		52160		4330
1307		I		52320		9251
1308		B		52240		4017
1309		B		52280		4095
1310		P		52440		5888
1311		B		52360		4578
1312		B		52400		4854
1313		P		52560		7709
1314		B		52480		5348
1315		B		52520		5927
1316		P		52680		7639
1317		B		52600		6533
1318		B		52640		6230
1319		I		52800		9402
1320		B		52720		6320
1321		B		52760		7012
1322		P		52920		6193
1323		B		52840		5052
1324		B		52880		4753
1325		P		53040		6416
1326		B		52960		5580
1327		B		53000		5618
1328		P		53160		7461
1329		B		53080		4928
1330		B		53120		6211
1331		I		53280		9702
1332		B		53200		7497
1333		B		53240		7610
1334		P		53400		7078
1335		B		53320		6598
1336		B		53360		5291
1337		P		53520		9631
1338		B		53440		6406
1339		B		53480		6855
1340		P		53640		9688
1341		B		53560		6333
1342		B		53600		5858
1343		I		53760		9955
1344		B		53680		4666
1345		B		53720		4521
1346		P		53880		6926
1347		B		53800		5407
1348		B		53840		5432
1349		P		54000		10164
1350		B		53920		8172
1351		B		53960		8555
1352		P		54120		9783
1353		B		54040		8798
1354		B		54080		8686
1355		I		54240		9206
1356		B		54160		7616
1357		B		54200		5447
1358		P		54360		6985
1359		B		54280		7036
1360		B		54320		6875
1361		P		54480		7493
1362		B		54400		6065
1363		B		54440		7056
1364		P		54600		6945
1365		B		54520		6981
1366		B		54560		6121
